customer_id,gender,senior_citizen,is_senior,partner,dependents,tenure,tenure_group,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,charge_group,total_charges,churn,churn_flag,monthly_revenue_at_risk,annual_revenue_at_risk
6497-TILVL,Female,0,Non-Senior,Yes,Yes,7,7-12 Months,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7,Medium Charge,350.35,No,0,0.0,0.0
7219-TLZHO,Female,0,Non-Senior,Yes,Yes,4,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.85,Low Charge,62.9,No,0,0.0,0.0
4622-YNKIJ,Male,0,Non-Senior,No,No,33,25-48 Months,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,88.95,High Charge,3027.65,No,0,0.0,0.0
4412-YLTKF,Female,1,Senior,No,No,27,25-48 Months,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.05,High Charge,2135.5,Yes,1,78.05,936.5999999999999
6734-PSBAW,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,Low Charge,1723.95,No,0,0.0,0.0
3930-ZGWVE,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,Low Charge,19.75,No,0,0.0,0.0
2639-UGMAZ,Male,1,Senior,No,No,71,49+ Months,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,56.45,Medium Charge,3985.35,No,0,0.0,0.0
2876-GZYZC,Female,0,Non-Senior,No,No,13,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,High Charge,1215.65,No,0,0.0,0.0
6207-WIOLX,Female,0,Non-Senior,Yes,Yes,25,25-48 Months,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),58.6,Medium Charge,1502.65,Yes,1,58.6,703.2
8587-XYZSF,Male,0,Non-Senior,No,No,67,49+ Months,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,Medium Charge,3260.1,No,0,0.0,0.0
3091-FYHKI,Male,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.45,Medium Charge,35.45,Yes,1,35.45,425.40000000000003
2372-HWUHI,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.35,Medium Charge,81.25,Yes,1,44.35,532.2
7799-LGRDP,Female,0,Non-Senior,No,No,43,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,Low Charge,1188.2,No,0,0.0,0.0
7850-VWJUU,Female,0,Non-Senior,No,No,23,13-24 Months,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,High Charge,1778.5,No,0,0.0,0.0
3774-VBNXY,Female,0,Non-Senior,Yes,Yes,64,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.2,Low Charge,1277.75,No,0,0.0,0.0
6217-KDYWC,Male,0,Non-Senior,No,Yes,57,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,Low Charge,1170.55,No,0,0.0,0.0
0390-DCFDQ,Female,1,Senior,Yes,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.45,High Charge,70.45,Yes,1,70.45,845.4000000000001
3146-MSEGF,Female,1,Senior,Yes,Yes,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.05,High Charge,6425.65,No,0,0.0,0.0
4080-OGPJL,Female,0,Non-Senior,No,No,8,7-12 Months,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,71.15,High Charge,563.65,Yes,1,71.15,853.8000000000001
1095-WGNGG,Female,0,Non-Senior,Yes,No,61,49+ Months,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,High Charge,5971.25,No,0,0.0,0.0
2636-SJDOU,Male,0,Non-Senior,No,No,64,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),84.3,High Charge,5289.05,No,0,0.0,0.0
1131-QQZEB,Male,1,Senior,Yes,No,71,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),23.95,Low Charge,1756.2,No,0,0.0,0.0
5716-EZXZN,Female,0,Non-Senior,Yes,Yes,65,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),99.05,High Charge,6416.7,No,0,0.0,0.0
6837-BJYDQ,Male,0,Non-Senior,No,No,3,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.6,Low Charge,61.35,No,0,0.0,0.0
2135-RXIHG,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,Medium Charge,45.65,Yes,1,45.65,547.8
6440-DKQGE,Male,0,Non-Senior,No,Yes,30,25-48 Months,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5,Medium Charge,1929.95,No,0,0.0,0.0
3466-BYAVD,Male,0,Non-Senior,Yes,Yes,15,13-24 Months,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.5,Medium Charge,1071.4,No,0,0.0,0.0
3780-YVMFA,Female,0,Non-Senior,Yes,Yes,8,7-12 Months,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.55,Medium Charge,564.35,No,0,0.0,0.0
3874-EQOEP,Male,0,Non-Senior,No,No,7,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.0,High Charge,655.5,Yes,1,95.0,1140.0
1679-JRFBR,Female,0,Non-Senior,Yes,Yes,70,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),108.15,High Charge,7930.55,No,0,0.0,0.0
9073-ZZIAY,Male,0,Non-Senior,Yes,Yes,62,49+ Months,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,86.1,High Charge,5215.25,No,0,0.0,0.0
3077-RSNTJ,Female,0,Non-Senior,Yes,Yes,6,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,Low Charge,113.5,No,0,0.0,0.0
6551-GNYDG,Female,0,Non-Senior,Yes,Yes,14,13-24 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9,High Charge,1152.8,No,0,0.0,0.0
9167-APMXZ,Female,0,Non-Senior,No,No,22,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.15,High Charge,1821.95,No,0,0.0,0.0
2749-CTKAJ,Male,0,Non-Senior,Yes,Yes,22,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,Low Charge,419.9,No,0,0.0,0.0
6371-NZYEG,Male,0,Non-Senior,Yes,Yes,16,13-24 Months,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25,Medium Charge,1024.0,No,0,0.0,0.0
7554-NEWDD,Male,0,Non-Senior,No,No,10,7-12 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.7,Low Charge,251.6,No,0,0.0,0.0
8992-VONJD,Female,0,Non-Senior,No,Yes,13,13-24 Months,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,56.0,Medium Charge,764.55,No,0,0.0,0.0
0867-MKZVY,Female,0,Non-Senior,Yes,No,20,13-24 Months,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,82.4,High Charge,1592.35,Yes,1,82.4,988.8000000000001
4482-EWFMI,Female,0,Non-Senior,No,No,2,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,Medium Charge,135.2,No,0,0.0,0.0
4648-YPBTM,Male,0,Non-Senior,No,No,53,49+ Months,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),73.9,High Charge,3958.25,No,0,0.0,0.0
2907-ILJBN,Female,0,Non-Senior,Yes,Yes,11,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6,Low Charge,233.9,No,0,0.0,0.0
6345-FZOQH,Male,0,Non-Senior,Yes,No,69,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,Low Charge,1363.45,No,0,0.0,0.0
3376-BMGFE,Female,0,Non-Senior,No,No,4,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,High Charge,273.0,Yes,1,70.9,850.8000000000001
5997-OPVFA,Male,0,Non-Senior,Yes,No,72,49+ Months,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05,High Charge,6254.45,No,0,0.0,0.0
3445-HXXGF,Male,1,Senior,Yes,No,58,49+ Months,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,45.3,Medium Charge,2651.2,Yes,1,45.3,543.5999999999999
1159-WFSGR,Female,0,Non-Senior,Yes,Yes,16,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.4,Low Charge,321.4,No,0,0.0,0.0
7654-YWJUF,Male,0,Non-Senior,Yes,No,43,25-48 Months,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),84.25,High Charge,3539.25,No,0,0.0,0.0
1875-QIVME,Female,0,Non-Senior,Yes,No,2,0-6 Months,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,High Charge,242.8,Yes,1,104.4,1252.8000000000002
6727-IOTLZ,Male,0,Non-Senior,Yes,No,14,13-24 Months,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.95,High Charge,1181.75,No,0,0.0,0.0
0691-JVSYA,Female,0,Non-Senior,Yes,No,53,49+ Months,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.85,High Charge,5000.2,Yes,1,94.85,1138.1999999999998
5918-VUKWP,Female,0,Non-Senior,No,No,32,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.55,Low Charge,654.55,No,0,0.0,0.0
1744-JHKYS,Female,0,Non-Senior,Yes,No,34,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.7,Low Charge,780.2,No,0,0.0,0.0
2656-FMOKZ,Female,1,Senior,No,No,15,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.45,High Charge,1145.7,Yes,1,74.45,893.4000000000001
2070-FNEXE,Female,1,Senior,No,No,7,7-12 Months,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),76.45,High Charge,503.6,Yes,1,76.45,917.4000000000001
5947-SGKCL,Female,0,Non-Senior,Yes,Yes,15,13-24 Months,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,High Charge,1559.25,No,0,0.0,0.0
3712-PKXZA,Male,0,Non-Senior,Yes,No,61,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,Low Charge,1252.0,No,0,0.0,0.0
6317-YPKDH,Female,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.95,Low Charge,29.95,Yes,1,29.95,359.4
6582-OIVSP,Female,0,Non-Senior,No,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.3,Medium Charge,45.3,No,0,0.0,0.0
9367-WXLCH,Male,0,Non-Senior,No,No,8,7-12 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.5,High Charge,662.65,Yes,1,84.5,1014.0
5524-KHNJP,Male,0,Non-Senior,Yes,Yes,33,25-48 Months,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),74.75,High Charge,2453.3,No,0,0.0,0.0
1918-ZBFQJ,Female,0,Non-Senior,No,No,13,13-24 Months,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.25,High Charge,1111.65,Yes,1,79.25,951.0
1024-GUALD,Female,0,Non-Senior,Yes,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.8,Low Charge,24.8,Yes,1,24.8,297.6
4827-USJHP,Male,0,Non-Senior,No,No,20,13-24 Months,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.8,Medium Charge,1023.85,No,0,0.0,0.0
8167-GJLRN,Male,0,Non-Senior,No,No,3,0-6 Months,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,30.4,Low Charge,82.15,No,0,0.0,0.0
0956-SYCWG,Female,0,Non-Senior,No,No,13,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.65,Low Charge,244.8,No,0,0.0,0.0
8017-UVSZU,Female,0,Non-Senior,Yes,No,40,25-48 Months,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,Medium Charge,2379.1,No,0,0.0,0.0
7100-FQPRV,Male,0,Non-Senior,Yes,Yes,43,25-48 Months,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),71.9,High Charge,3173.35,No,0,0.0,0.0
2472-OVKUP,Male,0,Non-Senior,Yes,No,6,0-6 Months,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.0,High Charge,531.0,Yes,1,91.0,1092.0
2984-RGEYA,Female,0,Non-Senior,Yes,Yes,69,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,Low Charge,1375.4,No,0,0.0,0.0
9680-NIAUV,Female,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),109.7,High Charge,8129.3,No,0,0.0,0.0
2146-EGVDT,Male,0,Non-Senior,Yes,Yes,59,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.3,Low Charge,1192.7,No,0,0.0,0.0
2604-IJPDU,Female,0,Non-Senior,Yes,No,20,13-24 Months,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,96.55,High Charge,1901.65,No,0,0.0,0.0
9178-JHUVJ,Male,0,Non-Senior,Yes,Yes,24,13-24 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,Low Charge,587.4,No,0,0.0,0.0
6168-YBYNP,Male,0,Non-Senior,No,No,59,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.35,High Charge,6519.75,No,0,0.0,0.0
7255-SSFBC,Male,0,Non-Senior,Yes,Yes,72,49+ Months,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),112.25,High Charge,8041.65,No,0,0.0,0.0
3645-DEYGF,Male,0,Non-Senior,No,Yes,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,Low Charge,20.75,No,0,0.0,0.0
9323-HGFWY,Female,0,Non-Senior,Yes,No,27,25-48 Months,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),101.9,High Charge,2681.15,No,0,0.0,0.0
8544-GOQSH,Female,0,Non-Senior,No,No,14,13-24 Months,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.05,High Charge,1112.3,No,0,0.0,0.0
3363-DTIVD,Male,0,Non-Senior,Yes,Yes,71,49+ Months,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,105.55,High Charge,7405.5,No,0,0.0,0.0
7018-WBJNK,Male,0,Non-Senior,No,Yes,13,13-24 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),78.3,High Charge,1033.95,No,0,0.0,0.0
9142-KZXOP,Male,0,Non-Senior,No,No,44,25-48 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,Medium Charge,2958.95,No,0,0.0,0.0
7674-YTAFD,Female,0,Non-Senior,No,No,33,25-48 Months,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),79.95,High Charge,2684.85,No,0,0.0,0.0
6348-SNFUS,Male,0,Non-Senior,Yes,Yes,72,49+ Months,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.45,Medium Charge,4179.2,No,0,0.0,0.0
1285-OKIPP,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.9,High Charge,79.9,Yes,1,79.9,958.8000000000001
7825-ECJRF,Female,0,Non-Senior,No,No,19,13-24 Months,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.6,High Charge,1934.45,Yes,1,106.6,1279.1999999999998
1347-KTTTA,Male,0,Non-Senior,Yes,No,64,49+ Months,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.45,High Charge,6654.1,No,0,0.0,0.0
7841-TZDMQ,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),46.0,Medium Charge,84.5,Yes,1,46.0,552.0
4195-NZGTA,Female,0,Non-Senior,No,No,1,0-6 Months,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,Low Charge,25.25,No,0,0.0,0.0
7157-SMCFK,Male,0,Non-Senior,No,Yes,61,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,Low Charge,1124.2,No,0,0.0,0.0
4709-LKHYG,Female,0,Non-Senior,Yes,Yes,29,25-48 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.0,Low Charge,540.05,No,0,0.0,0.0
2504-DSHIH,Male,1,Senior,Yes,No,23,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.8,High Charge,1975.85,No,0,0.0,0.0
0699-NDKJM,Female,0,Non-Senior,Yes,No,57,49+ Months,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.75,Medium Charge,3437.45,No,0,0.0,0.0
9286-BHDQG,Male,0,Non-Senior,Yes,Yes,72,49+ Months,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),45.25,Medium Charge,3139.8,No,0,0.0,0.0
0230-WEQUW,Male,0,Non-Senior,Yes,No,66,49+ Months,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.6,Medium Charge,3789.2,No,0,0.0,0.0
2040-LDIWQ,Male,0,Non-Senior,Yes,Yes,65,49+ Months,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),84.2,High Charge,5324.5,No,0,0.0,0.0
6496-JDSSB,Female,0,Non-Senior,No,No,8,7-12 Months,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0,High Charge,624.6,No,0,0.0,0.0
9408-SSNVZ,Female,0,Non-Senior,No,No,4,0-6 Months,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,High Charge,268.35,Yes,1,70.15,841.8000000000001
4443-EMBNA,Female,0,Non-Senior,Yes,No,71,49+ Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,Low Charge,1836.9,No,0,0.0,0.0
6469-MRVET,Male,0,Non-Senior,Yes,Yes,1,0-6 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2,Low Charge,20.2,No,0,0.0,0.0
0742-MOABM,Male,0,Non-Senior,Yes,No,4,0-6 Months,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,50.05,Medium Charge,179.35,Yes,1,50.05,600.5999999999999
5961-VUSRV,Female,0,Non-Senior,No,No,12,7-12 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.35,Low Charge,219.35,No,0,0.0,0.0
6778-JFCMK,Male,0,Non-Senior,No,No,24,13-24 Months,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,50.6,Medium Charge,1288.75,No,0,0.0,0.0
6341-JVQGF,Female,0,Non-Senior,Yes,Yes,31,25-48 Months,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,81.15,High Charge,2545.75,No,0,0.0,0.0
2232-DMLXU,Female,0,Non-Senior,Yes,No,1,0-6 Months,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.2,Medium Charge,55.2,Yes,1,55.2,662.4000000000001
4811-JBUVU,Male,0,Non-Senior,No,No,30,25-48 Months,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.9,High Charge,2723.15,No,0,0.0,0.0
0945-TSONX,Female,0,Non-Senior,Yes,Yes,47,25-48 Months,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.3,High Charge,4107.25,No,0,0.0,0.0
2651-ZCBXV,Male,0,Non-Senior,No,No,54,49+ Months,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.0,High Charge,5760.65,No,0,0.0,0.0
3316-UWXUY,Male,0,Non-Senior,No,No,50,49+ Months,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),93.5,High Charge,4747.5,No,0,0.0,0.0
8937-RDTHP,Male,0,Non-Senior,No,No,1,0-6 Months,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.6,High Charge,84.6,Yes,1,84.6,1015.1999999999999
7083-MIOPC,Female,0,Non-Senior,No,No,72,49+ Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,Low Charge,1566.9,No,0,0.0,0.0
1984-GPTEH,Female,0,Non-Senior,No,No,29,25-48 Months,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.15,Low Charge,702.0,No,0,0.0,0.0
1251-KRREG,Male,0,Non-Senior,No,No,2,0-6 Months,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,54.4,Medium Charge,114.1,Yes,1,54.4,652.8
0621-JFHOL,Female,0,Non-Senior,No,No,10,7-12 Months,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,29.6,Low Charge,299.05,No,0,0.0,0.0
9903-LYSAB,Male,0,Non-Senior,Yes,No,18,13-24 Months,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.15,High Charge,1305.95,No,0,0.0,0.0
0094-OIFMO,Female,1,Senior,No,No,11,7-12 Months,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,High Charge,1120.3,Yes,1,95.0,1140.0
9227-UAQFT,Male,0,Non-Senior,No,No,16,13-24 Months,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,Low Charge,284.35,No,0,0.0,0.0
7301-ABVAD,Female,0,Non-Senior,No,No,72,49+ Months,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.6,High Charge,6350.5,No,0,0.0,0.0
